id,nearc2,nearc4,educ,age,fatheduc,motheduc,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,black,smsa,south,smsa66,wage,enroll,KWW,IQ,married,libcrd14,exper,lwage,expersq,educ_binary
2558,0,1,12,32,12.0,12.0,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,361,0,42.0,99.0,1.0,1.0,14,5.88887786865234,196,0
2561,0,1,16,28,11.0,12.0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,598,0,46.0,138.0,1.0,1.0,6,6.39359092712402,36,1
2562,0,1,13,25,7.0,10.0,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,750,1,29.0,93.0,1.0,1.0,6,6.62007331848145,36,1
2563,0,1,16,25,12.0,11.0,353857,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,385,0,28.0,88.0,6.0,0.0,3,5.95324325561523,9,1
2564,0,1,16,28,,10.0,88672,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,620,0,26.0,96.0,1.0,1.0,6,6.4297194480896,36,1
2570,0,1,13,34,14.0,12.0,411911,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,641,0,45.0,106.0,1.0,1.0,15,6.46302938461304,225,1
2575,0,1,16,26,12.0,9.0,88672,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,468,0,33.0,90.0,1.0,0.0,4,6.14846849441528,16,1
2576,0,1,13,24,12.0,9.0,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,385,1,29.0,,6.0,0.0,5,5.95324325561523,25,1
2578,0,1,12,25,11.0,12.0,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,462,0,25.0,93.0,1.0,0.0,7,6.13556480407715,49,0
2579,0,1,12,27,14.0,10.0,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,635,0,32.0,92.0,1.0,1.0,9,6.45362520217896,81,0
2580,0,1,12,26,14.0,10.0,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,400,0,22.0,101.0,1.0,1.0,8,5.99146461486816,64,0
2581,0,1,13,27,12.0,10.0,420051,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,760,0,27.0,100.0,1.0,1.0,8,6.63331842422485,64,1
2583,0,1,13,27,12.0,10.0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,560,1,35.0,91.0,1.0,1.0,8,6.32793664932251,64,1
2584,0,1,12,34,3.0,,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1000,0,48.0,95.0,1.0,1.0,16,6.90775537490845,256,0
2587,1,1,11,28,6.0,6.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,425,0,24.0,71.0,1.0,0.0,11,6.05208921432495,121,0
2589,1,1,12,30,,9.0,134296,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,411,0,28.0,89.0,1.0,0.0,12,6.01859331130981,144,0
2591,1,1,11,25,,3.0,91137,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,179,0,12.0,67.0,1.0,1.0,8,5.18738603591919,64,0
2593,1,1,18,32,14.0,12.0,370720,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,375,0,44.0,96.0,1.0,0.0,8,5.92692613601685,64,1
2594,1,1,18,28,16.0,12.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1298,0,45.0,127.0,6.0,1.0,4,7.16858005523682,16,1
2595,1,1,15,30,8.0,14.0,158714,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,476,0,40.0,,1.0,1.0,9,6.16541767120361,81,1
2596,1,1,16,27,8.0,8.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,775,0,43.0,114.0,6.0,1.0,5,6.65286302566528,25,1
2597,1,1,12,27,10.0,10.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,714,1,37.0,112.0,1.0,1.0,9,6.57088279724121,81,0
2600,1,1,10,28,,9.0,88672,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,429,0,34.0,57.0,4.0,0.0,12,6.06145715713501,144,0
2602,1,1,13,24,10.0,11.0,86498,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,435,0,26.0,,6.0,1.0,5,6.07534599304199,25,1
2603,1,1,13,26,,7.0,93751,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,875,0,30.0,102.0,1.0,1.0,7,6.77422380447388,49,1
2604,1,1,14,33,,11.0,127041,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,424,0,29.0,103.0,5.0,0.0,13,6.04973363876343,169,1
2605,1,1,12,25,,11.0,86498,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,375,0,34.0,,6.0,0.0,7,5.92692613601685,49,0
2606,1,1,12,25,,,86498,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,489,0,23.0,,1.0,0.0,7,6.1923623085022,49,0
2607,1,1,15,24,12.0,7.0,86498,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,462,0,30.0,102.0,1.0,0.0,3,6.13556480407715,9,1
2608,1,1,12,34,8.0,,577458,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,340,0,33.0,,1.0,0.0,16,5.82894563674927,256,0
2610,1,1,12,30,,12.0,501027,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,581,0,45.0,,1.0,0.0,12,6.36475086212158,144,0
2611,1,1,12,27,7.0,12.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,515,0,34.0,88.0,1.0,1.0,9,6.2441668510437,81,0
2612,1,1,12,25,7.0,12.0,372835,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1053,0,32.0,88.0,1.0,1.0,7,6.95939874649048,49,0
2613,1,1,12,30,10.0,11.0,610438,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,475,0,26.0,,1.0,1.0,12,6.16331481933594,144,0
2618,1,1,18,32,14.0,9.0,370720,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1502,0,53.0,132.0,1.0,1.0,8,7.31455278396606,64,1
2619,1,1,15,33,12.0,14.0,411911,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,962,0,45.0,110.0,4.0,1.0,12,6.86901426315308,144,1
2620,1,1,15,30,14.0,18.0,134296,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,230,0,32.0,90.0,4.0,1.0,9,5.43807935714722,81,1
2621,1,1,18,29,14.0,18.0,134296,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,750,0,28.0,96.0,1.0,1.0,5,6.62007331848145,25,1
2622,1,1,15,26,12.0,12.0,88672,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,225,0,29.0,83.0,1.0,0.0,5,5.41610050201416,25,1
2626,1,1,13,26,12.0,,88672,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,331,0,32.0,86.0,1.0,1.0,7,5.8021183013916,49,1
2627,1,1,11,26,,,88672,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,397,0,28.0,,1.0,0.0,9,5.98393630981445,81,0
2628,1,1,10,34,10.0,,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,750,0,45.0,94.0,1.0,1.0,18,6.62007331848145,324,0
2629,1,1,12,25,8.0,12.0,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,450,0,20.0,86.0,1.0,1.0,7,6.10924768447876,49,0
2633,1,1,13,25,9.0,7.0,353857,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,865,0,40.0,110.0,1.0,1.0,6,6.76272964477539,36,1
2634,1,1,8,24,9.0,10.0,91137,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,535,0,31.0,,6.0,1.0,10,6.28226661682129,100,0
2636,1,1,16,27,12.0,8.0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,846,0,29.0,114.0,1.0,1.0,5,6.7405195236206,25,1
2637,1,1,16,26,12.0,8.0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,759,0,39.0,130.0,6.0,1.0,4,6.63200187683105,16,1
2638,1,1,16,24,12.0,8.0,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,600,0,40.0,119.0,6.0,1.0,2,6.39692974090576,4,1
2640,1,1,12,34,8.0,,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1030,0,26.0,94.0,1.0,1.0,16,6.9373140335083,256,0
2642,1,1,14,32,10.0,8.0,411911,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,876,0,52.0,125.0,1.0,1.0,12,6.77536630630493,144,1
2645,1,1,12,32,,,370720,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,568,0,44.0,100.0,1.0,0.0,14,6.34212160110474,196,0
2646,1,1,16,25,14.0,14.0,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,533,0,27.0,108.0,6.0,1.0,3,6.27852153778076,9,1
2649,1,1,12,25,10.0,8.0,372835,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,481,0,38.0,,1.0,1.0,7,6.17586708068848,49,0
2652,1,1,12,28,,11.0,88672,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,604,1,39.0,83.0,1.0,1.0,10,6.40357398986816,100,0
2657,1,1,12,27,12.0,12.0,426142,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,657,0,32.0,86.0,1.0,1.0,9,6.48768424987793,81,0
2659,1,1,12,31,,12.0,493866,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,625,0,36.0,101.0,1.0,0.0,13,6.43775177001953,169,0
2661,1,1,12,29,,10.0,134296,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,280,0,16.0,70.0,1.0,1.0,11,5.63478946685791,121,0
2665,1,1,10,28,8.0,7.0,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,500,0,27.0,75.0,1.0,0.0,12,6.21460819244385,144,0
2666,1,1,12,26,8.0,7.0,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,535,1,24.0,105.0,1.0,0.0,8,6.28226661682129,64,0
2667,1,1,10,26,,,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,818,0,28.0,85.0,1.0,0.0,10,6.706862449646,100,0
2668,1,1,10,34,,,365421,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,624,0,33.0,,1.0,0.0,18,6.43615055084229,324,0
2669,1,1,10,28,,9.0,378045,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,604,0,36.0,89.0,1.0,0.0,12,6.40357398986816,144,0
2670,1,1,12,31,12.0,12.0,493866,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,505,0,25.0,80.0,1.0,1.0,13,6.22455835342407,169,0
2671,1,1,12,30,12.0,12.0,556697,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,750,0,20.0,72.0,1.0,0.0,12,6.62007331848145,144,0
2672,1,1,12,32,11.0,8.0,411911,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,721,0,43.0,,1.0,1.0,14,6.5806393623352,196,0
2673,1,1,18,32,12.0,12.0,411911,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,674,0,56.0,115.0,1.0,1.0,8,6.5132303237915,64,1
2674,1,1,16,33,17.0,12.0,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,913,0,48.0,115.0,1.0,1.0,11,6.81673574447632,121,1
2675,1,1,17,30,18.0,18.0,134296,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,879,1,40.0,102.0,1.0,1.0,7,6.77878475189209,49,1
2677,1,1,12,26,8.0,13.0,88672,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,427,1,27.0,,1.0,1.0,8,6.05678415298462,64,0
2678,1,1,8,24,12.0,12.0,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,792,0,29.0,,1.0,1.0,10,6.67456150054932,100,0
2679,1,1,14,29,10.0,10.0,134296,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,327,1,44.0,99.0,4.0,1.0,9,5.7899603843689,81,1
2682,1,1,10,30,,,158714,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,313,0,39.0,,5.0,0.0,14,5.74620342254639,196,0
2683,1,1,16,34,14.0,12.0,127041,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,786,0,34.0,,1.0,1.0,12,6.66695690155029,144,1
2686,1,1,18,31,14.0,12.0,122473,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,337,0,40.0,107.0,1.0,1.0,7,5.8200831413269,49,1
2687,1,1,10,30,,4.0,134296,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,385,0,27.0,66.0,6.0,1.0,14,5.95324325561523,196,0
2689,1,1,16,27,8.0,8.0,88672,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,529,0,47.0,108.0,5.0,1.0,5,6.27098846435547,25,1
2690,1,1,10,33,,,127041,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,429,0,37.0,,1.0,0.0,17,6.06145715713501,289,0
2691,1,1,12,27,7.0,7.0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,984,0,36.0,94.0,2.0,0.0,9,6.89162588119507,81,0
2692,1,1,12,34,3.0,8.0,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,817,0,27.0,93.0,6.0,0.0,16,6.70563888549805,256,0
2695,1,1,14,32,7.0,8.0,127041,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,745,0,,,1.0,0.0,12,6.61338424682617,144,1
2697,1,1,10,24,4.0,0.0,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,345,0,31.0,,6.0,1.0,8,5.84354448318481,64,0
2702,1,1,14,34,,12.0,127041,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,554,1,43.0,,1.0,1.0,14,6.3171648979187,196,1
2707,1,1,13,24,6.0,12.0,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,263,0,28.0,85.0,6.0,1.0,5,5.57215404510498,25,1
2708,1,1,18,32,16.0,16.0,150139,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,745,0,40.0,99.0,1.0,0.0,8,6.61338424682617,64,1
2710,1,1,17,29,13.0,13.0,134296,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,673,0,42.0,,6.0,1.0,6,6.51174545288086,36,1
2712,1,1,17,32,14.0,13.0,127041,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,721,0,36.0,86.0,5.0,1.0,9,6.5806393623352,81,1
2713,1,1,13,30,,11.0,134296,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,438,0,34.0,,1.0,1.0,11,6.08221912384033,121,1
2721,1,0,12,26,,12.0,88672,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,545,0,32.0,95.0,1.0,1.0,8,6.30078601837158,64,0
2722,1,0,14,25,,12.0,86498,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,250,0,,114.0,6.0,1.0,5,5.52146100997925,25,1
2723,1,0,14,27,,11.0,88672,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,624,0,,74.0,4.0,1.0,7,6.43615055084229,49,1
2728,1,0,13,29,8.0,10.0,501027,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,400,0,36.0,,6.0,1.0,10,5.99146461486816,100,1
2729,1,0,16,29,16.0,16.0,556697,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,577,0,46.0,128.0,1.0,1.0,7,6.35784244537354,49,1
2730,1,0,16,25,18.0,18.0,353857,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,813,0,37.0,111.0,6.0,1.0,3,6.70073127746582,9,1
2731,1,0,12,34,12.0,11.0,519712,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,625,0,38.0,101.0,4.0,1.0,16,6.43775177001953,256,0
2732,1,0,14,26,12.0,11.0,362750,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,485,0,43.0,111.0,5.0,1.0,6,6.18414878845215,36,1
2733,1,0,16,28,10.0,12.0,383527,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,841,0,42.0,92.0,6.0,1.0,6,6.73459148406982,36,1
2734,1,0,16,27,10.0,12.0,383527,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,865,0,41.0,100.0,1.0,1.0,5,6.76272964477539,25,1
2735,1,0,16,26,14.0,12.0,426142,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,325,0,48.0,123.0,1.0,1.0,4,5.78382539749146,16,1
2736,1,0,14,26,9.0,10.0,88672,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,477,0,22.0,69.0,1.0,1.0,6,6.16751670837402,36,1
2737,1,0,16,25,9.0,10.0,86498,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,250,0,30.0,79.0,1.0,1.0,3,5.52146100997925,9,1
2739,1,0,12,24,10.0,9.0,91137,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,500,0,30.0,,6.0,1.0,6,6.21460819244385,36,0
2740,0,0,13,25,8.0,10.0,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,515,1,31.0,106.0,6.0,1.0,6,6.2441668510437,36,1
2741,0,0,18,28,,5.0,383527,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,256,0,27.0,106.0,6.0,1.0,4,5.5451774597168,16,1
2742,0,0,13,24,,5.0,372835,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,718,0,40.0,115.0,6.0,1.0,5,6.57646942138672,25,1
2743,0,0,18,30,17.0,13.0,501027,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,796,0,42.0,,1.0,1.0,6,6.67959928512573,36,1
2744,0,0,12,25,10.0,12.0,367506,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,750,0,31.0,108.0,1.0,0.0,7,6.62007331848145,49,0
2745,0,0,12,24,10.0,11.0,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,419,0,26.0,,4.0,0.0,6,6.03787088394165,36,0
2747,0,0,12,26,,,88672,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,431,0,22.0,69.0,1.0,0.0,8,6.06610822677612,64,0
2748,0,0,12,25,,,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,425,0,27.0,86.0,1.0,0.0,7,6.05208921432495,49,0
2749,0,0,12,31,10.0,11.0,134296,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,220,0,29.0,76.0,6.0,1.0,13,5.3936276435852,169,0
2750,0,0,13,29,9.0,9.0,134296,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,685,1,40.0,115.0,1.0,1.0,10,6.5294189453125,100,1
2751,0,0,15,34,14.0,12.0,365421,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,500,0,44.0,104.0,1.0,0.0,13,6.21460819244385,169,1
2754,0,0,16,26,10.0,12.0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,551,0,37.0,115.0,6.0,0.0,4,6.31173467636108,16,1
2755,0,0,11,25,12.0,12.0,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,700,0,26.0,93.0,1.0,0.0,8,6.55108022689819,64,0
2757,0,1,12,32,8.0,8.0,411911,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,707,0,39.0,91.0,1.0,1.0,14,6.56103086471558,196,0
2761,1,1,17,28,18.0,14.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,523,0,38.0,125.0,1.0,1.0,5,6.25958156585693,25,1
2762,1,1,12,24,0.0,3.0,372835,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,433,0,26.0,,1.0,0.0,6,6.07073783874512,36,0
2763,1,1,14,25,5.0,4.0,372835,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,462,1,22.0,89.0,1.0,1.0,5,6.13556480407715,25,1
2764,1,1,12,24,5.0,4.0,372835,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,397,0,16.0,,1.0,1.0,6,5.98393630981445,36,0
2765,1,1,15,26,9.0,5.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,400,1,26.0,92.0,1.0,1.0,5,5.99146461486816,25,1
2768,1,1,18,28,14.0,8.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,872,0,28.0,127.0,4.0,1.0,4,6.7707896232605,16,1
2769,1,1,12,26,7.0,10.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,378,0,38.0,80.0,1.0,1.0,8,5.93489408493042,64,0
2770,1,1,12,27,5.0,8.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,364,0,24.0,,1.0,1.0,9,5.89715385437012,81,0
2772,1,1,15,31,12.0,10.0,501027,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,962,0,44.0,,1.0,1.0,10,6.86901426315308,100,1
2776,1,1,15,30,12.0,15.0,501027,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,801,0,36.0,112.0,4.0,1.0,9,6.68586111068726,81,1
2780,1,1,5,32,0.0,4.0,730842,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,400,0,12.0,,1.0,0.0,21,5.99146461486816,441,0
2783,1,1,13,29,,12.0,134296,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,540,0,29.0,,4.0,0.0,10,6.29156923294067,100,1
2785,1,1,10,30,9.0,9.0,556697,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,450,0,35.0,90.0,1.0,0.0,14,6.10924768447876,196,0
2787,1,1,15,27,,16.0,88672,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,438,0,34.0,,4.0,1.0,6,6.08221912384033,36,1
2790,1,1,12,26,4.0,9.0,88672,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,360,0,23.0,84.0,5.0,0.0,8,5.88610410690308,64,0
2791,0,1,12,27,12.0,12.0,383527,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,529,0,30.0,,1.0,0.0,9,6.27098846435547,81,0
2792,0,1,12,26,,,88672,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,721,0,43.0,120.0,1.0,0.0,8,6.5806393623352,64,0
2793,0,1,2,31,,10.0,556697,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,345,0,31.0,,5.0,0.0,23,5.84354448318481,529,0
2794,0,1,11,27,,,426142,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1052,0,41.0,,1.0,1.0,10,6.95844841003418,100,0
2796,0,1,16,28,16.0,,383527,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,726,0,44.0,106.0,6.0,0.0,6,6.58755016326904,36,1
2798,0,1,12,33,,,519712,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,543,0,24.0,76.0,5.0,0.0,15,6.29710912704468,225,0
2799,0,1,16,33,8.0,6.0,370720,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1202,0,48.0,115.0,1.0,0.0,11,7.09174203872681,121,1
2803,0,1,16,24,,12.0,414261,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,400,0,33.0,,1.0,0.0,2,5.99146461486816,4,1
2805,0,1,9,32,,,127041,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,375,0,32.0,89.0,1.0,0.0,17,5.92692613601685,289,0
2806,1,1,11,30,,,158714,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,281,0,29.0,,1.0,0.0,13,5.6383547782898,169,0
2809,1,1,12,24,,10.0,86498,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,127,0,24.0,,5.0,0.0,6,4.84418725967407,36,0
2810,1,1,12,32,,7.0,127041,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1393,0,39.0,102.0,6.0,1.0,14,7.23921489715576,196,0
2813,1,1,12,30,10.0,9.0,501027,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,649,0,47.0,104.0,1.0,1.0,12,6.47543287277222,144,0
2815,1,1,16,31,11.0,8.0,556697,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,420,0,37.0,,5.0,0.0,9,6.04025459289551,81,1
2816,1,1,16,27,11.0,8.0,426142,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,455,0,40.0,122.0,1.0,0.0,5,6.1202974319458,25,1
2818,1,1,12,25,9.0,6.0,86498,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,661,0,23.0,107.0,1.0,0.0,7,6.4937539100647,49,0
2819,0,1,12,24,12.0,8.0,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,380,0,30.0,,1.0,0.0,6,5.94017124176025,36,0
2820,0,1,10,34,,,577458,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,315,0,26.0,,4.0,0.0,18,5.75257253646851,324,0
2821,0,1,14,24,,,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,452,0,41.0,,1.0,1.0,4,6.11368227005005,16,1
2822,0,1,12,28,12.0,12.0,426142,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,625,0,42.0,100.0,1.0,1.0,10,6.43775177001953,100,0
2823,0,1,14,24,8.0,,367506,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,601,1,30.0,,6.0,1.0,4,6.39859485626221,16,1
2825,0,1,13,27,7.0,12.0,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,499,0,32.0,100.0,1.0,1.0,8,6.21260595321655,64,1
2827,0,0,8,31,8.0,10.0,548740,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,693,0,24.0,,1.0,0.0,17,6.54102993011475,289,0
2828,0,1,18,32,15.0,15.0,423456,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,535,0,40.0,129.0,1.0,1.0,8,6.28226661682129,64,1
2831,0,1,7,26,1.0,8.0,375674,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,465,0,24.0,,1.0,0.0,13,6.1420373916626,169,0
2832,0,1,12,24,,9.0,365200,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,400,0,32.0,,1.0,1.0,6,5.99146461486816,36,0
2833,0,1,18,27,17.0,16.0,375674,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,368,0,40.0,129.0,1.0,1.0,3,5.90808296203613,9,1
